"Foods","Calories","Carbs","Fat","Protein","Cholest","Sodium","Sugars","Fiber","Day","Meal"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-02-24,"Dinner"
"Homemade - Boeuf Bourgignon, 1 cups",199,15,7,19,47,217,6,3,2017-02-24,"Dinner"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-02-24,"Dinner"
"Giant - Crusty French Bread, 3 slices (57g)",240,44,5,6,0,435,3,2,2017-02-24,"Dinner"
"Almonds - Dark Chocolate Covered Almonds, 6 pieces",128,11,8,2,0,101,9,2,2017-02-24,"Snacks"
"Fuller's - Honeydew Beer, 500 ml",232,23,0,0,0,0,0,0,2017-02-24,"Snacks"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-02-25,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-02-25,"Breakfast"
"Keto - Chocolate Granola, 60 g",319,8,29,12,0,84,2,5,2017-02-25,"Breakfast"
"Lammrucken - Lammrucken, 165 g",216,0,9,33,0,0,0,0,2017-02-25,"Lunch"
"Coop - Gemuse Spatzli, 100 g",165,26,3,8,0,420,2,3,2017-02-25,"Lunch"
"Getranke - Wein, Rot, 200 ml",170,5,0,0,0,10,4,0,2017-02-25,"Lunch"
"Lachs - Lachs, 250 g",573,0,40,50,0,0,0,0,2017-02-25,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-02-25,"Dinner"
"Waitrose - Ratte Potatoes, 250 g",198,43,1,5,0,25,2,6,2017-02-25,"Dinner"
"Juice Generation - Very Veggie Fresh Juice, 18 oz",195,45,0,4,0,69,33,4,2017-02-25,"Snacks"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-02-25,"Training"
"Grenade - Carb Killa - Chocolate Crunch, 1 Bar (60g)",220,15,9,23,5,180,2,7,2017-02-25,"Training"
"Generation Ucan - Chocolate (Tub), 1 SCOOP (30g)",110,18,1,7,0,128,1,1,2017-02-25,"Training"
"Rice Generic Basmati - Basmati White, 1 cup (158 gr)",191,40,1,6,0,199,0,1,2017-02-26,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-02-26,"Breakfast"
"Planet Organic - Grain free  paleonola, 50 g",271,20,19,7,0,0,0,0,2017-02-26,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-02-26,"Breakfast"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-02-26,"Lunch"
"Custom - Avocado, 0.5 avocado",116,1,7,2,0,4,0,4,2017-02-26,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-02-26,"Lunch"
"Cooked - Sweet Potato, 150 g",135,31,0,3,0,54,10,5,2017-02-26,"Lunch"
"Bama - Spinat, 100 g",2,0,0,3,0,100,0,2,2017-02-26,"Lunch"
"Giant - Crusty French Bread, 3 slices (57g)",240,44,5,6,0,435,3,2,2017-02-26,"Lunch"
"Generic - Beef (Ox) Cheeks, 300 g",435,4,12,75,0,0,0,0,2017-02-26,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-02-26,"Dinner"
"Peas - Green, 0.67 Cup",70,12,0,5,0,100,4,4,2017-02-26,"Dinner"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-02-26,"Snacks"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-02-26,"Snacks"
"Alpro Soya - Vanilla Milk, 250 ml",135,16,4,8,0,150,16,1,2017-02-26,"Snacks"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-02-26,"Training"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-02-26,"Training"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-02-26,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-02-26,"Training"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-02-27,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-02-27,"Breakfast"
"Egg - Egg, 1 large egg (50g)",70,0,5,6,185,70,0,0,2017-02-27,"Breakfast"
"Planet Organic - Grain free  paleonola, 50 g",271,20,19,7,0,0,0,0,2017-02-27,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-02-27,"Breakfast"
"Lachs - Lachs, 150 g",344,0,24,30,0,0,0,0,2017-02-27,"Lunch"
"Eurest - Mashed Sweet Potatoes, 1 cup",285,55,6,3,0,535,15,6,2017-02-27,"Lunch"
"Chicken - Leg, meat only, cooked, roasted, 120 g",229,0,10,32,113,109,0,0,2017-02-27,"Dinner"
"Rapunzel - Reismischung mit Wildreis, 80 g",283,59,2,7,0,0,1,2,2017-02-27,"Dinner"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 20 g",115,5,10,2,0,0,0,0,2017-02-27,"Snacks"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-02-27,"Snacks"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-02-28,"Breakfast"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-02-28,"Breakfast"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-02-28,"Breakfast"
"Keto - Chocolate Granola, 60 g",319,8,29,12,0,84,2,5,2017-02-28,"Breakfast"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-02-28,"Breakfast"
"Chicken - Leg, meat only, cooked, roasted, 120 g",229,0,10,32,113,109,0,0,2017-02-28,"Lunch"
"Cotsco Brussel Sprouts - Brussel Sprouts Choux De Bruxels, 170 G 5 sprouts",80,12,1,4,0,50,4,6,2017-02-28,"Lunch"
"Rapunzel - Reismischung mit Wildreis, 80 g",283,59,2,7,0,0,1,2,2017-02-28,"Lunch"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-02-28,"Dinner"
"Generic - Homemade Bolognese Sauce, 1 cup",240,5,0,30,0,292,4,0,2017-02-28,"Dinner"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-02-28,"Dinner"
"Getranke - Wein, Rot, 250 ml",213,7,0,0,0,13,5,0,2017-02-28,"Dinner"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 40 g",229,10,20,3,0,0,0,0,2017-02-28,"Snacks"
"Maxsport Raw Paleo - Protein - Jungle Banana, 50 g",164,17,4,11,0,0,17,7,2017-02-28,"Training"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-02-28,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-02-28,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-02-28,"Training"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-01,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-01,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-01,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-03-01,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-03-01,"Breakfast"
"Campbell's - Soupe de brocolis, 2.5 assiete",235,28,11,5,0,5,8,0,2017-03-01,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-01,"Lunch"
"Homemade - Vegan Apple Banana Muffin, 1 muffin",220,55,7,4,0,123,12,8,2017-03-01,"Lunch"
"Generic - Beef (Ox) Cheeks, 300 g",435,4,12,75,0,0,0,0,2017-03-01,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-01,"Dinner"
"Peas - Green, 0.67 Cup",70,12,0,5,0,100,4,4,2017-03-01,"Dinner"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 40 g",229,10,20,3,0,0,0,0,2017-03-01,"Snacks"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-03-02,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-03-02,"Breakfast"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-02,"Breakfast"
"hofgut storzeln - soja drink vanille, 100 g",59,6,2,4,0,0,6,1,2017-03-02,"Breakfast"
"Kurbis - Butternut Kurbis, 100 g",45,8,0,1,0,6,0,2,2017-03-02,"Lunch"
"Cooked - Sweet Potato, 150 g",135,31,0,3,0,54,10,5,2017-03-02,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-02,"Lunch"
"Mangos - Raw, 1 cup, sliced",107,28,0,1,0,3,24,3,2017-03-02,"Lunch"
"Uk Fish and Chip Shop - Chips, 1 regular portion",839,45,19,12,0,0,14,5,2017-03-02,"Dinner"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-03-02,"Snacks"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-02,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-02,"Training"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-03-02,"Training"
"Trek - Peanut Power, 55 g",203,26,6,10,0,400,21,3,2017-03-02,"Training"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-03-03,"Breakfast"
"Tim Bacon - Bacon, 3 slices (54g)",345,0,11,8,30,450,0,0,2017-03-03,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-03,"Breakfast"
"Cotsco Brussel Sprouts - Brussel Sprouts Choux De Bruxels, 170 G 5 sprouts",80,12,1,4,0,50,4,6,2017-03-03,"Lunch"
"Chicken - Leg, meat only, cooked, roasted, 100 g",191,0,8,27,94,91,0,0,2017-03-03,"Lunch"
"Della - White Basmati Rice - Cooked, 0.5 cup",103,22,0,2,0,0,0,0,2017-03-03,"Lunch"
"Kurbis - Butternut Kurbis, 50 g",23,4,0,1,0,3,0,1,2017-03-03,"Lunch"
"Mangos - Raw, 0.25 cup, sliced",27,7,0,0,0,1,6,1,2017-03-03,"Lunch"
"Cooked - Sweet Potato, 75 g",68,16,0,2,0,27,5,3,2017-03-03,"Lunch"
"L'authentique - Duck terrine, 100 g",320,1,29,13,0,82,3,0,2017-03-03,"Dinner"
"Giant - Crusty French Bread, 4 slices (57g)",320,58,6,8,0,580,4,2,2017-03-03,"Dinner"
"Oyster Bay - Sauvignon Blanc, 312.5 ml (4.22fl oz)",255,81,0,0,0,0,3,0,2017-03-03,"Dinner"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-03-04,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-03-04,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-04,"Breakfast"
"Rice Generic Basmati - Basmati White, 0.5 cup (158 gr)",96,20,0,3,0,100,0,0,2017-03-04,"Breakfast"
"Kurbis - Butternut Kurbis, 50 g",23,4,0,1,0,3,0,1,2017-03-04,"Lunch"
"Mangos - Raw, 0.25 cup, sliced",27,7,0,0,0,1,6,1,2017-03-04,"Lunch"
"Cooked - Sweet Potato, 75 g",68,16,0,2,0,27,5,3,2017-03-04,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-04,"Lunch"
"Kabeljau - Kabeljau, 225 g",171,0,1,40,77,162,0,0,2017-03-04,"Lunch"
"New Zealand - Rack of Lamb, 250 gram",569,0,40,51,243,763,0,0,2017-03-04,"Dinner"
"Eurest - Mashed Sweet Potatoes, 1 cup",285,55,6,3,0,535,15,6,2017-03-04,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-03-04,"Dinner"
"Avocado - Avocado, 0.5 medium",117,6,11,1,0,5,1,5,2017-03-04,"Snacks"
"Bama - Spinat, 200 g",4,1,1,7,0,200,0,4,2017-03-04,"Snacks"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-04,"Snacks"
"Panera - Blueberry Scone, 0.65 Scone",306,43,13,5,49,585,16,1,2017-03-04,"Snacks"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-03-04,"Training"
"Soya Milk - Soya Milk, 250 ml",82,1,5,9,0,0,0,0,2017-03-04,"Training"
"Strawberries, raw, 1 cup, halves",49,12,0,1,0,2,7,3,2017-03-04,"Training"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-03-04,"Training"
"Banana - Banana, 1 medium banana  (126 g)",124,30,0,1,0,1,19,3,2017-03-04,"Training"
"Sunwarrior - Classic Plus Vanilla, 25 g",100,4,1,17,0,310,0,3,2017-03-04,"Training"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-04,"Training"
"Rapunzel - Reismischung mit Wildreis, 80 g",283,59,2,7,0,0,1,2,2017-03-05,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-05,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-05,"Breakfast"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-03-05,"Breakfast"
"Keto - Chocolate Granola, 60 g",319,8,29,12,0,84,2,5,2017-03-05,"Breakfast"
"Eggs - White only, raw, 1 large",17,0,0,4,0,55,0,0,2017-03-05,"Lunch"
"Soya - Soja Milch, 100 ml",52,4,2,4,0,0,0,0,2017-03-05,"Lunch"
"Giant - Crusty French Bread, 1.5 slices (57g)",120,22,2,3,0,218,2,1,2017-03-05,"Lunch"
"Generic - Grilled Aubergine, 300 g",75,18,1,3,0,6,11,9,2017-03-05,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-03-05,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-05,"Dinner"
"Eurest - Mashed Potatoes, 1 cup",214,31,9,3,23,325,2,3,2017-03-05,"Dinner"
"migros - kalbs leber tranchen, 250 g",325,11,10,48,0,0,3,0,2017-03-05,"Dinner"
"Koko - Dairy Free Coconut drink (choc + CORRECTED calcium), 250 ml",133,23,5,1,0,0,19,1,2017-03-05,"Snacks"
"king cuisin - hummus, 30 g",108,5,9,2,0,0,0,0,2017-03-05,"Snacks"
"F-f - Brocoli, 3 Florets 100g",28,5,0,3,0,0,0,3,2017-03-05,"Snacks"
"Le Pain des fleurs - tartine, 4 tartine",56,8,0,0,0,0,0,0,2017-03-05,"Snacks"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-05,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-05,"Training"
"Banana - Banana, 1 medium banana  (126 g)",124,30,0,1,0,1,19,3,2017-03-05,"Training"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-05,"Training"
"hofgut storzeln - soja drink vanille, 150 g",89,9,3,5,0,0,9,1,2017-03-06,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-06,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-06,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-03-06,"Breakfast"
"Eurest - Mashed Potatoes, 0.5 cup",107,16,4,2,12,163,1,1,2017-03-06,"Lunch"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-03-06,"Lunch"
"Le Pain des fleurs - tartine, 4 tartine",56,8,0,0,0,0,0,0,2017-03-06,"Snacks"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 40 g",229,10,20,3,0,0,0,0,2017-03-06,"Snacks"
"Almonds - Dark Chocolate Covered Almonds, 6 pieces",128,11,8,2,0,101,9,2,2017-03-06,"Snacks"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-07,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-07,"Breakfast"
"hofgut storzeln - soja drink vanille, 150 g",89,9,3,5,0,0,9,1,2017-03-07,"Breakfast"
"Schar - Meisterbackers Vital, 96 gram",255,36,9,4,0,0,0,0,2017-03-07,"Breakfast"
"A Grilled - Chicken Breast, 120 g",203,0,14,55,62,530,0,0,2017-03-07,"Lunch"
"Outtakes - Garden Salad (Large), 1 serving(s)",48,12,0,2,0,15,4,3,2017-03-07,"Lunch"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-07,"Lunch"
"Generic - Homemade Bolognese Sauce, 1 cup",240,5,0,30,0,292,4,0,2017-03-07,"Dinner"
"Rice &Rice - spaghetti di riso, 100 gr",351,78,1,7,0,0,0,0,2017-03-07,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-07,"Dinner"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-07,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-07,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-07,"Training"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-03-07,"Training"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-03-08,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-03-08,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-08,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-08,"Breakfast"
"Strawberries - Raw, 1 cup, halves",49,12,0,1,0,2,7,3,2017-03-08,"Breakfast"
"Mangos - Raw, 1 cup, sliced",107,28,0,1,0,3,24,3,2017-03-08,"Breakfast"
"Bbq Grilled Salmon - Grilled Salmon, 200 gram",326,0,10,59,0,0,0,0,2017-03-08,"Dinner"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-08,"Dinner"
"Cake - Cheese Cake, 1 serving",231,30,8,9,0,0,0,0,2017-03-08,"Snacks"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-08,"Snacks"
"Homemade - Vegan Apple Banana Muffin, 1 muffin",220,55,7,4,0,123,12,8,2017-03-08,"Snacks"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-03-09,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-09,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-03-09,"Breakfast"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-09,"Breakfast"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-09,"Breakfast"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-03-09,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-03-09,"Breakfast"
"Seeds for Smoothie - Chia, 1 tablespoon",60,0,5,3,0,0,0,6,2017-03-09,"Breakfast"
"Trader Joe's - Almond Butter, 1.5 tbsp",143,5,14,6,0,90,3,2,2017-03-09,"Breakfast"
"A Grilled - Chicken Breast, 120 g",203,0,14,55,62,530,0,0,2017-03-09,"Lunch"
"Schar - Meisterbackers Vital, 160 gram",425,60,15,7,0,0,0,0,2017-03-09,"Lunch"
"Bbq Grilled Salmon - Grilled Salmon, 200 gram",326,0,10,59,0,0,0,0,2017-03-09,"Dinner"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-03-09,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-03-09,"Dinner"
"Bretzel - Bretzel, 1 Bretzel",240,48,2,7,0,5,0,0,2017-03-09,"Snacks"
"Weissbier - Weissbier, 0.5 liter",260,14,0,2,0,0,4,0,2017-03-09,"Snacks"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-03-09,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-09,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-09,"Training"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-03-10,"Breakfast"
"hofgut storzeln - soja drink vanille, 250 g",148,15,5,9,0,0,15,2,2017-03-10,"Breakfast"
"Greens Plus - Organic Superfood, 1 scoop (8 gm)",30,4,0,2,0,24,1,2,2017-03-10,"Breakfast"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-10,"Breakfast"
"Seeds for Smoothie - Chia, 1 tablespoon",60,0,5,3,0,0,0,6,2017-03-10,"Breakfast"
"Trader Joe's - Almond Butter, 1.5 tbsp",143,5,14,6,0,90,3,2,2017-03-10,"Breakfast"
"Chiqui - Banana, 63 g",55,15,0,1,0,0,10,2,2017-03-10,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 10.5 g",40,2,0,8,0,28,1,1,2017-03-10,"Breakfast"
"Le Pain des fleurs - tartine, 6 tartine",84,12,0,0,0,0,0,0,2017-03-10,"Lunch"
"Wegmans - Salmon, 140 gram",272,0,17,28,62,62,0,0,2017-03-10,"Lunch"
"Generic - Beef (Ox) Cheeks, 150 g",218,2,6,38,0,0,0,0,2017-03-10,"Dinner"
"Cooked - Sweet Potato, 85 g",77,18,0,2,0,31,6,3,2017-03-10,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-03-10,"Dinner"
"Almonds - Dark Chocolate Covered Almonds, 10 pieces",213,19,14,4,0,169,15,3,2017-03-10,"Snacks"
"Croissants - Butter, 2.5 oz",287,32,15,6,47,526,8,2,2017-03-10,"Snacks"
"Rice Generic Basmati - Basmati White, 1 cup (158 gr)",191,40,1,6,0,199,0,1,2017-03-11,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-11,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-03-11,"Breakfast"
"hofgut storzeln - soja drink vanille, 150 g",89,9,3,5,0,0,9,1,2017-03-11,"Breakfast"
"Uk Fish and Chip Shop - Chips, 1 regular portion",839,45,19,12,0,0,14,5,2017-03-11,"Lunch"
"Balik - Salmon Tartar, 250 g",580,3,42,52,92,0,0,0,2017-03-11,"Dinner"
"Cooked - Sweet Potato, 150 g",135,31,0,3,0,54,10,5,2017-03-11,"Dinner"
"Goldahren - Weissbrot, 65 g",180,32,3,6,0,0,2,0,2017-03-11,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-03-11,"Dinner"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-03-11,"Snacks"
"Alpro Soya - Vanilla Milk, 100 ml",54,7,2,3,0,60,6,1,2017-03-11,"Snacks"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-11,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-03-11,"Training"
"Generation Ucan - Chocolate (Tub), 1 SCOOP (30g)",110,18,1,7,0,128,1,1,2017-03-11,"Training"
"Rice Generic Basmati - Basmati White, 1 cup (158 gr)",191,40,1,6,0,199,0,1,2017-03-12,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-03-12,"Breakfast"
"hofgut storzeln - soja drink vanille, 150 g",89,9,3,5,0,0,9,1,2017-03-12,"Breakfast"
"Planet Organic - Grain free  paleonola, 60 g",326,24,22,8,0,0,0,0,2017-03-12,"Breakfast"
"hofgut storzeln - soja drink vanille, 100 g",59,6,2,4,0,0,6,1,2017-03-12,"Breakfast"
"Brot - Weizenmischbrot, 85 g",202,45,1,5,0,0,0,0,2017-03-12,"Lunch"
"Kirkland - Almond Butter, 2 Tbs",210,6,18,7,0,0,1,4,2017-03-12,"Lunch"
"Dr. Goerg - Premium Bio-Kokos-Mehl, 30 g",106,7,4,5,0,0,6,12,2017-03-12,"Lunch"
"Usda - Egg, 3 egg (50g)",213,2,15,18,633,210,2,0,2017-03-12,"Lunch"
"Soya - Soja Milch, 250 ml",130,9,6,10,0,0,0,0,2017-03-12,"Lunch"
"Wienier - Schnitzel, 250 g",540,38,23,40,0,0,0,0,2017-03-12,"Dinner"
"Brussel Sprouts - Brussels Sprouts, Cooked, 1 cup (100g)",56,5,1,4,0,23,3,3,2017-03-12,"Dinner"
"Generic - Grilled Pumpkin (Slices), 70 grams",28,5,0,2,0,0,3,0,2017-03-12,"Dinner"
"Homemade - Grilled Red Pepper, 1 pepper",31,6,0,1,0,0,4,2,2017-03-12,"Dinner"
"Raw Olive - Olive, 6 olive (15g)",60,0,6,0,0,0,0,0,2017-03-12,"Snacks"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-03-12,"Snacks"
"Le Pain des fleurs - tartine, 6 tartine",84,12,0,0,0,0,0,0,2017-03-12,"Snacks"
"Muller Milch Reis - Kokos, 1.5 container (200 gs ea.)",351,53,11,10,0,0,35,0,2017-03-12,"Snacks"
"Almonds - Dark Chocolate Covered Almonds, 10 pieces",213,19,14,4,0,169,15,3,2017-03-12,"Snacks"
"Generation Ucan - Chocolate (Tub), 1 SCOOP (30g)",110,18,1,7,0,128,1,1,2017-03-12,"Training"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-03-12,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 27 grams",90,20,0,4,0,150,14,0,2017-03-12,"Training"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-03-12,"Training"
